sample_id,condition,batch,patient_id,timepoint,gene,count
S18,treated,batch1,P011,T0,GENE_0107,15
S18,treated,batch1,P011,T0,GENE_0019,26
S18,treated,batch1,P011,T0,GENE_0403,12
S18,treated,batch1,P011,T0,GENE_0484,2
S18,treated,batch1,P011,T0,GENE_0483,4
S18,treated,batch1,P011,T0,GENE_0219,11
S18,treated,batch1,P011,T0,GENE_0471,2
S18,treated,batch1,P011,T0,GENE_0057,18
S18,treated,batch1,P011,T0,GENE_0170,58
S18,treated,batch1,P011,T0,GENE_0218,19
S18,treated,batch1,P011,T0,GENE_0430,11
S18,treated,batch1,P011,T0,GENE_0065,61
S18,treated,batch1,P011,T0,GENE_0337,10
S18,treated,batch1,P011,T0,GENE_0301,9
S18,treated,batch1,P011,T0,GENE_0336,9
S18,treated,batch1,P011,T0,GENE_0277,7
S18,treated,batch1,P011,T0,GENE_0191,1
S18,treated,batch1,P011,T0,GENE_0003,34
S18,treated,batch1,P011,T0,GENE_0474,17
S18,treated,batch1,P011,T0,GENE_0084,14
S18,treated,batch1,P011,T0,GENE_0085,14
S18,treated,batch1,P011,T0,GENE_0190,49
S18,treated,batch1,P011,T0,GENE_0194,39
S18,treated,batch1,P011,T0,GENE_0432,0
S18,treated,batch1,P011,T0,GENE_0167,0
S18,treated,batch1,P011,T0,GENE_0108,29
S18,treated,batch1,P011,T0,GENE_0080,5
S18,treated,batch1,P011,T0,GENE_0267,15
S18,treated,batch1,P011,T0,GENE_0102,4
S18,treated,batch1,P011,T0,GENE_0225,0
S18,treated,batch1,P011,T0,GENE_0444,32
S18,treated,batch1,P011,T0,GENE_0116,41
S18,treated,batch1,P011,T0,GENE_0296,4
S18,treated,batch1,P011,T0,GENE_0323,0
S18,treated,batch1,P011,T0,GENE_0143,1
S18,treated,batch1,P011,T0,GENE_0489,10
S18,treated,batch1,P011,T0,GENE_0307,0
S18,treated,batch1,P011,T0,GENE_0031,17
S18,treated,batch1,P011,T0,GENE_0285,7
S18,treated,batch1,P011,T0,GENE_0419,34
S18,treated,batch1,P011,T0,GENE_0487,13
S18,treated,batch1,P011,T0,GENE_0395,4
S18,treated,batch1,P011,T0,GENE_0053,42
S18,treated,batch1,P011,T0,GENE_0234,7
S18,treated,batch1,P011,T0,GENE_0097,11
S18,treated,batch1,P011,T0,GENE_0222,19
S18,treated,batch1,P011,T0,GENE_0464,9
S18,treated,batch1,P011,T0,GENE_0387,5
S18,treated,batch1,P011,T0,GENE_0374,10
S18,treated,batch1,P011,T0,GENE_0158,80
S18,treated,batch1,P011,T0,GENE_0118,3
S18,treated,batch1,P011,T0,GENE_0268,2
S18,treated,batch1,P011,T0,GENE_0275,61
S18,treated,batch1,P011,T0,GENE_0067,11
S18,treated,batch1,P011,T0,GENE_0358,8
S18,treated,batch1,P011,T0,GENE_0260,38
S18,treated,batch1,P011,T0,GENE_0026,5
S18,treated,batch1,P011,T0,GENE_0381,71
S18,treated,batch1,P011,T0,GENE_0095,22
S18,treated,batch1,P011,T0,GENE_0456,11
S18,treated,batch1,P011,T0,GENE_0463,133
S18,treated,batch1,P011,T0,GENE_0468,4
S18,treated,batch1,P011,T0,GENE_0448,22
S18,treated,batch1,P011,T0,GENE_0401,26
S18,treated,batch1,P011,T0,GENE_0242,55
S18,treated,batch1,P011,T0,GENE_0114,55
S18,treated,batch1,P011,T0,GENE_0331,11
S18,treated,batch1,P011,T0,GENE_0469,7
S18,treated,batch1,P011,T0,GENE_0324,19
S18,treated,batch1,P011,T0,GENE_0045,1
S18,treated,batch1,P011,T0,GENE_0074,98
S18,treated,batch1,P011,T0,GENE_0354,13
S18,treated,batch1,P011,T0,GENE_0397,7
S18,treated,batch1,P011,T0,GENE_0328,15
S18,treated,batch1,P011,T0,GENE_0136,4
S18,treated,batch1,P011,T0,GENE_0224,1
S18,treated,batch1,P011,T0,GENE_0391,43
S18,treated,batch1,P011,T0,GENE_0076,5
S18,treated,batch1,P011,T0,GENE_0361,16
S18,treated,batch1,P011,T0,GENE_0405,26
S18,treated,batch1,P011,T0,GENE_0329,46
S18,treated,batch1,P011,T0,GENE_0428,32
S18,treated,batch1,P011,T0,GENE_0280,30
S18,treated,batch1,P011,T0,GENE_0402,4
S18,treated,batch1,P011,T0,GENE_0246,4
S18,treated,batch1,P011,T0,GENE_0327,53
S18,treated,batch1,P011,T0,GENE_0087,8
S18,treated,batch1,P011,T0,GENE_0229,12
S18,treated,batch1,P011,T0,GENE_0258,44
S18,treated,batch1,P011,T0,GENE_0187,27
S18,treated,batch1,P011,T0,GENE_0141,26
S18,treated,batch1,P011,T0,GENE_0488,109
S18,treated,batch1,P011,T0,GENE_0450,9
S18,treated,batch1,P011,T0,GENE_0020,78
S18,treated,batch1,P011,T0,GENE_0426,19
S18,treated,batch1,P011,T0,GENE_0251,10
S18,treated,batch1,P011,T0,GENE_0238,49
S18,treated,batch1,P011,T0,GENE_0023,22
S18,treated,batch1,P011,T0,GENE_0371,23
S18,treated,batch1,P011,T0,GENE_0299,32
S18,treated,batch1,P011,T0,GENE_0300,6
S18,treated,batch1,P011,T0,GENE_0036,4
S18,treated,batch1,P011,T0,GENE_0499,5
S18,treated,batch1,P011,T0,GENE_0283,0
S18,treated,batch1,P011,T0,GENE_0382,129
S18,treated,batch1,P011,T0,GENE_0179,1
S18,treated,batch1,P011,T0,GENE_0113,9
S18,treated,batch1,P011,T0,GENE_0482,13
S18,treated,batch1,P011,T0,GENE_0446,25
S18,treated,batch1,P011,T0,GENE_0178,21
S18,treated,batch1,P011,T0,GENE_0375,29
S18,treated,batch1,P011,T0,GENE_0069,3
S18,treated,batch1,P011,T0,GENE_0404,11
S18,treated,batch1,P011,T0,GENE_0163,31
S18,treated,batch1,P011,T0,GENE_0442,9
S18,treated,batch1,P011,T0,GENE_0409,62
S18,treated,batch1,P011,T0,GENE_0046,21
S18,treated,batch1,P011,T0,GENE_0465,20
S18,treated,batch1,P011,T0,GENE_0161,28
S18,treated,batch1,P011,T0,GENE_0291,39
S18,treated,batch1,P011,T0,GENE_0424,10
S18,treated,batch1,P011,T0,GENE_0128,4
S18,treated,batch1,P011,T0,GENE_0408,14
S18,treated,batch1,P011,T0,GENE_0135,12
S18,treated,batch1,P011,T0,GENE_0236,8
S18,treated,batch1,P011,T0,GENE_0043,31
S18,treated,batch1,P011,T0,GENE_0174,40
S18,treated,batch1,P011,T0,GENE_0138,10
S18,treated,batch1,P011,T0,GENE_0166,50
S18,treated,batch1,P011,T0,GENE_0400,91
S18,treated,batch1,P011,T0,GENE_0415,12
S18,treated,batch1,P011,T0,GENE_0272,116
S18,treated,batch1,P011,T0,GENE_0204,15
S18,treated,batch1,P011,T0,GENE_0210,3
S18,treated,batch1,P011,T0,GENE_0353,20
S18,treated,batch1,P011,T0,GENE_0312,23
S18,treated,batch1,P011,T0,GENE_0198,49
S18,treated,batch1,P011,T0,GENE_0096,29
S18,treated,batch1,P011,T0,GENE_0093,6
S18,treated,batch1,P011,T0,GENE_0101,5
S18,treated,batch1,P011,T0,GENE_0269,11
S18,treated,batch1,P011,T0,GENE_0447,18
S18,treated,batch1,P011,T0,GENE_0059,3
S18,treated,batch1,P011,T0,GENE_0297,24
S18,treated,batch1,P011,T0,GENE_0153,72
S18,treated,batch1,P011,T0,GENE_0490,16
S18,treated,batch1,P011,T0,GENE_0433,10
S18,treated,batch1,P011,T0,GENE_0109,9
S18,treated,batch1,P011,T0,GENE_0110,20
S18,treated,batch1,P011,T0,GENE_0340,4
S18,treated,batch1,P011,T0,GENE_0039,4
S18,treated,batch1,P011,T0,GENE_0147,12
S18,treated,batch1,P011,T0,GENE_0466,6
S18,treated,batch1,P011,T0,GENE_0151,17
S18,treated,batch1,P011,T0,GENE_0292,12
S18,treated,batch1,P011,T0,GENE_0416,17
S18,treated,batch1,P011,T0,GENE_0435,12
S18,treated,batch1,P011,T0,GENE_0308,9
S18,treated,batch1,P011,T0,GENE_0159,24
S18,treated,batch1,P011,T0,GENE_0253,8
S18,treated,batch1,P011,T0,GENE_0341,97
S18,treated,batch1,P011,T0,GENE_0457,9
S18,treated,batch1,P011,T0,GENE_0333,19
S18,treated,batch1,P011,T0,GENE_0316,44
S18,treated,batch1,P011,T0,GENE_0028,0
S18,treated,batch1,P011,T0,GENE_0319,2
S18,treated,batch1,P011,T0,GENE_0278,5
S18,treated,batch1,P011,T0,GENE_0370,46
S18,treated,batch1,P011,T0,GENE_0217,5
S18,treated,batch1,P011,T0,GENE_0091,171
S18,treated,batch1,P011,T0,GENE_0086,8
S18,treated,batch1,P011,T0,GENE_0343,2
S19,control,batch2,P013,T0,GENE_0356,6
S19,control,batch2,P013,T0,GENE_0233,11
S19,control,batch2,P013,T0,GENE_0232,82
S19,control,batch2,P013,T0,GENE_0160,32
S19,control,batch2,P013,T0,GENE_0049,6
S19,control,batch2,P013,T0,GENE_0245,15
S19,control,batch2,P013,T0,GENE_0130,70
S19,control,batch2,P013,T0,GENE_0477,45
S19,control,batch2,P013,T0,GENE_0054,8
S19,control,batch2,P013,T0,GENE_0427,10
S19,control,batch2,P013,T0,GENE_0349,23
S19,control,batch2,P013,T0,GENE_0018,12
S19,control,batch2,P013,T0,GENE_0207,42
S19,control,batch2,P013,T0,GENE_0282,16
S19,control,batch2,P013,T0,GENE_0298,28
S19,control,batch2,P013,T0,GENE_0004,13
S19,control,batch2,P013,T0,GENE_0241,58
S19,control,batch2,P013,T0,GENE_0265,19
S19,control,batch2,P013,T0,GENE_0249,119
S19,control,batch2,P013,T0,GENE_0126,8
S19,control,batch2,P013,T0,GENE_0385,76
S19,control,batch2,P013,T0,GENE_0310,11
S19,control,batch2,P013,T0,GENE_0276,7
S19,control,batch2,P013,T0,GENE_0070,10
S19,control,batch2,P013,T0,GENE_0306,10
S19,control,batch2,P013,T0,GENE_0201,24
S19,control,batch2,P013,T0,GENE_0075,26
S19,control,batch2,P013,T0,GENE_0239,3
S19,control,batch2,P013,T0,GENE_0172,11
S19,control,batch2,P013,T0,GENE_0417,115
S19,control,batch2,P013,T0,GENE_0318,39
S19,control,batch2,P013,T0,GENE_0029,20
S19,control,batch2,P013,T0,GENE_0475,12
S19,control,batch2,P013,T0,GENE_0071,9
S19,control,batch2,P013,T0,GENE_0347,28
S19,control,batch2,P013,T0,GENE_0350,5
S19,control,batch2,P013,T0,GENE_0033,9
S19,control,batch2,P013,T0,GENE_0021,3
S19,control,batch2,P013,T0,GENE_0437,21
S19,control,batch2,P013,T0,GENE_0037,25
S19,control,batch2,P013,T0,GENE_0452,7
S19,control,batch2,P013,T0,GENE_0492,60
S19,control,batch2,P013,T0,GENE_0423,1
S19,control,batch2,P013,T0,GENE_0001,5
S19,control,batch2,P013,T0,GENE_0309,16
S19,control,batch2,P013,T0,GENE_0317,33
S19,control,batch2,P013,T0,GENE_0044,69
S19,control,batch2,P013,T0,GENE_0209,6
S19,control,batch2,P013,T0,GENE_0228,52
S19,control,batch2,P013,T0,GENE_0030,11
S19,control,batch2,P013,T0,GENE_0058,14
S19,control,batch2,P013,T0,GENE_0164,45
S19,control,batch2,P013,T0,GENE_0022,25
S19,control,batch2,P013,T0,GENE_0038,3
S19,control,batch2,P013,T0,GENE_0372,61
S19,control,batch2,P013,T0,GENE_0100,42
S19,control,batch2,P013,T0,GENE_0119,7
S19,control,batch2,P013,T0,GENE_0146,23
S19,control,batch2,P013,T0,GENE_0148,13
S19,control,batch2,P013,T0,GENE_0322,13
S19,control,batch2,P013,T0,GENE_0389,10
S19,control,batch2,P013,T0,GENE_0390,3
S19,control,batch2,P013,T0,GENE_0420,10
S19,control,batch2,P013,T0,GENE_0066,50
S19,control,batch2,P013,T0,GENE_0279,21
S19,control,batch2,P013,T0,GENE_0090,11
S19,control,batch2,P013,T0,GENE_0129,30
S19,control,batch2,P013,T0,GENE_0205,1
S19,control,batch2,P013,T0,GENE_0125,39
S19,control,batch2,P013,T0,GENE_0453,2
S19,control,batch2,P013,T0,GENE_0473,11
S19,control,batch2,P013,T0,GENE_0367,4
S19,control,batch2,P013,T0,GENE_0304,5
S19,control,batch2,P013,T0,GENE_0122,37
S19,control,batch2,P013,T0,GENE_0032,7
S19,control,batch2,P013,T0,GENE_0208,20
S19,control,batch2,P013,T0,GENE_0012,9
S19,control,batch2,P013,T0,GENE_0335,20
S19,control,batch2,P013,T0,GENE_0321,16
S19,control,batch2,P013,T0,GENE_0360,1
S19,control,batch2,P013,T0,GENE_0111,35
S19,control,batch2,P013,T0,GENE_0079,7
S19,control,batch2,P013,T0,GENE_0373,2
S19,control,batch2,P013,T0,GENE_0144,14
S19,control,batch2,P013,T0,GENE_0155,52
S19,control,batch2,P013,T0,GENE_0196,30
S19,control,batch2,P013,T0,GENE_0302,11
S19,control,batch2,P013,T0,GENE_0254,8
S19,control,batch2,P013,T0,GENE_0461,9
S19,control,batch2,P013,T0,GENE_0454,70
S19,control,batch2,P013,T0,GENE_0237,19
S19,control,batch2,P013,T0,GENE_0383,16
S19,control,batch2,P013,T0,GENE_0206,29
S19,control,batch2,P013,T0,GENE_0355,13
S19,control,batch2,P013,T0,GENE_0320,10
S19,control,batch2,P013,T0,GENE_0183,18
S19,control,batch2,P013,T0,GENE_0188,14
S19,control,batch2,P013,T0,GENE_0230,15
S19,control,batch2,P013,T0,GENE_0378,19
S19,control,batch2,P013,T0,GENE_0406,12
S19,control,batch2,P013,T0,GENE_0213,20
S19,control,batch2,P013,T0,GENE_0008,20
S19,control,batch2,P013,T0,GENE_0293,19
S19,control,batch2,P013,T0,GENE_0496,2
S19,control,batch2,P013,T0,GENE_0348,29
S19,control,batch2,P013,T0,GENE_0104,25
S19,control,batch2,P013,T0,GENE_0313,59
S19,control,batch2,P013,T0,GENE_0081,1
S19,control,batch2,P013,T0,GENE_0289,94
S19,control,batch2,P013,T0,GENE_0212,9
S19,control,batch2,P013,T0,GENE_0476,17
S19,control,batch2,P013,T0,GENE_0359,6
S19,control,batch2,P013,T0,GENE_0068,28
S19,control,batch2,P013,T0,GENE_0399,6
S19,control,batch2,P013,T0,GENE_0216,8
S19,control,batch2,P013,T0,GENE_0305,77
S19,control,batch2,P013,T0,GENE_0048,12
S19,control,batch2,P013,T0,GENE_0366,23
S19,control,batch2,P013,T0,GENE_0112,18
S19,control,batch2,P013,T0,GENE_0133,15
S19,control,batch2,P013,T0,GENE_0005,14
S19,control,batch2,P013,T0,GENE_0169,19
S19,control,batch2,P013,T0,GENE_0495,119
S19,control,batch2,P013,T0,GENE_0200,5
S19,control,batch2,P013,T0,GENE_0445,14
S19,control,batch2,P013,T0,GENE_0248,28
S19,control,batch2,P013,T0,GENE_0264,45
S19,control,batch2,P013,T0,GENE_0351,35
S19,control,batch2,P013,T0,GENE_0137,17
S19,control,batch2,P013,T0,GENE_0274,5
S19,control,batch2,P013,T0,GENE_0120,62
S19,control,batch2,P013,T0,GENE_0152,6
S19,control,batch2,P013,T0,GENE_0250,28
S19,control,batch2,P013,T0,GENE_0326,5
S19,control,batch2,P013,T0,GENE_0386,16
S19,control,batch2,P013,T0,GENE_0052,11
S19,control,batch2,P013,T0,GENE_0398,15
S19,control,batch2,P013,T0,GENE_0365,23
S19,control,batch2,P013,T0,GENE_0281,62
S19,control,batch2,P013,T0,GENE_0440,22
S19,control,batch2,P013,T0,GENE_0202,5
S19,control,batch2,P013,T0,GENE_0134,23
S19,control,batch2,P013,T0,GENE_0027,39
S19,control,batch2,P013,T0,GENE_0460,4
S19,control,batch2,P013,T0,GENE_0247,22
S19,control,batch2,P013,T0,GENE_0231,28
S19,control,batch2,P013,T0,GENE_0061,8
S19,control,batch2,P013,T0,GENE_0286,42
S19,control,batch2,P013,T0,GENE_0162,17
S19,control,batch2,P013,T0,GENE_0270,11
S19,control,batch2,P013,T0,GENE_0157,5
S19,control,batch2,P013,T0,GENE_0315,4
S19,control,batch2,P013,T0,GENE_0062,9
S19,control,batch2,P013,T0,GENE_0244,3
S19,control,batch2,P013,T0,GENE_0123,45
S19,control,batch2,P013,T0,GENE_0470,6
S19,control,batch2,P013,T0,GENE_0462,8
S19,control,batch2,P013,T0,GENE_0284,1
S19,control,batch2,P013,T0,GENE_0025,15
S19,control,batch2,P013,T0,GENE_0221,1
S19,control,batch2,P013,T0,GENE_0189,42
S19,control,batch2,P013,T0,GENE_0334,22
S19,control,batch2,P013,T0,GENE_0000,5
S19,control,batch2,P013,T0,GENE_0259,105
S19,control,batch2,P013,T0,GENE_0117,15
S19,control,batch2,P013,T0,GENE_0480,18
S19,control,batch2,P013,T0,GENE_0010,0
S19,control,batch2,P013,T0,GENE_0099,93
S19,control,batch2,P013,T0,GENE_0449,0
S19,control,batch2,P013,T0,GENE_0149,1
S19,control,batch2,P013,T0,GENE_0165,30
S19,control,batch2,P013,T0,GENE_0262,135
S19,control,batch2,P013,T0,GENE_0407,47
S19,control,batch2,P013,T0,GENE_0388,28
S19,control,batch2,P013,T0,GENE_0443,26
S19,control,batch2,P013,T0,GENE_0127,27
S19,control,batch2,P013,T0,GENE_0055,22
S19,control,batch2,P013,T0,GENE_0363,11
S19,control,batch2,P013,T0,GENE_0455,21
S19,control,batch2,P013,T0,GENE_0145,9
S19,control,batch2,P013,T0,GENE_0346,8
S19,control,batch2,P013,T0,GENE_0436,6
S19,control,batch2,P013,T0,GENE_0168,5
S19,control,batch2,P013,T0,GENE_0288,11
S19,control,batch2,P013,T0,GENE_0252,5
S19,control,batch2,P013,T0,GENE_0142,3
S19,control,batch2,P013,T0,GENE_0089,12
S19,control,batch2,P013,T0,GENE_0051,54
S19,control,batch2,P013,T0,GENE_0413,32
S19,control,batch2,P013,T0,GENE_0177,1
S19,control,batch2,P013,T0,GENE_0240,2
S19,control,batch2,P013,T0,GENE_0478,50
S19,control,batch2,P013,T0,GENE_0186,5
S19,control,batch2,P013,T0,GENE_0088,14
S19,control,batch2,P013,T0,GENE_0439,29
S19,control,batch2,P013,T0,GENE_0344,2
S19,control,batch2,P013,T0,GENE_0007,9
S19,control,batch2,P013,T0,GENE_0411,12
S19,control,batch2,P013,T0,GENE_0105,8
S19,control,batch2,P013,T0,GENE_0429,14
S19,control,batch2,P013,T0,GENE_0256,2
S19,control,batch2,P013,T0,GENE_0394,25
S19,control,batch2,P013,T0,GENE_0140,9
S19,control,batch2,P013,T0,GENE_0203,25
S19,control,batch2,P013,T0,GENE_0098,22
S19,control,batch2,P013,T0,GENE_0376,43
S19,control,batch2,P013,T0,GENE_0064,12
S19,control,batch2,P013,T0,GENE_0497,7
S19,control,batch2,P013,T0,GENE_0481,18
S19,control,batch2,P013,T0,GENE_0498,22
S19,control,batch2,P013,T0,GENE_0215,15
S19,control,batch2,P013,T0,GENE_0431,11
S19,control,batch2,P013,T0,GENE_0017,7
S19,control,batch2,P013,T0,GENE_0491,1
S19,control,batch2,P013,T0,GENE_0235,3
S19,control,batch2,P013,T0,GENE_0368,63
S19,control,batch2,P013,T0,GENE_0173,3
S19,control,batch2,P013,T0,GENE_0009,7
S19,control,batch2,P013,T0,GENE_0311,7
S19,control,batch2,P013,T0,GENE_0412,31
S19,control,batch2,P013,T0,GENE_0257,14
S19,control,batch2,P013,T0,GENE_0006,33
S19,control,batch2,P013,T0,GENE_0357,9
S19,control,batch2,P013,T0,GENE_0094,17
S19,control,batch2,P013,T0,GENE_0199,4
S19,control,batch2,P013,T0,GENE_0156,86
S19,control,batch2,P013,T0,GENE_0396,1
S19,control,batch2,P013,T0,GENE_0014,11
S19,control,batch2,P013,T0,GENE_0392,28
S19,control,batch2,P013,T0,GENE_0263,19
S19,control,batch2,P013,T0,GENE_0325,14
S19,control,batch2,P013,T0,GENE_0056,10
S19,control,batch2,P013,T0,GENE_0139,13
S19,control,batch2,P013,T0,GENE_0330,11
S19,control,batch2,P013,T0,GENE_0131,29
S19,control,batch2,P013,T0,GENE_0451,92
S19,control,batch2,P013,T0,GENE_0332,6
S19,control,batch2,P013,T0,GENE_0083,1
S19,control,batch2,P013,T0,GENE_0494,19
S19,control,batch2,P013,T0,GENE_0425,156
S19,control,batch2,P013,T0,GENE_0041,4
S19,control,batch2,P013,T0,GENE_0220,57
S19,control,batch2,P013,T0,GENE_0211,73
S19,control,batch2,P013,T0,GENE_0176,8
S19,control,batch2,P013,T0,GENE_0418,30
S19,control,batch2,P013,T0,GENE_0345,59
S19,control,batch2,P013,T0,GENE_0193,10
S19,control,batch2,P013,T0,GENE_0472,6
S19,control,batch2,P013,T0,GENE_0393,5
S19,control,batch2,P013,T0,GENE_0106,3
S19,control,batch2,P013,T0,GENE_0121,5
S19,control,batch2,P013,T0,GENE_0050,2
S19,control,batch2,P013,T0,GENE_0024,11
S19,control,batch2,P013,T0,GENE_0073,3
S19,control,batch2,P013,T0,GENE_0266,23
S19,control,batch2,P013,T0,GENE_0184,1
S19,control,batch2,P013,T0,GENE_0124,9
S19,control,batch2,P013,T0,GENE_0016,40
S19,control,batch2,P013,T0,GENE_0214,1
S19,control,batch2,P013,T0,GENE_0379,27
S19,control,batch2,P013,T0,GENE_0082,41
S19,control,batch2,P013,T0,GENE_0002,3
S19,control,batch2,P013,T0,GENE_0369,37
S19,control,batch2,P013,T0,GENE_0047,25
S19,control,batch2,P013,T0,GENE_0338,5
S19,control,batch2,P013,T0,GENE_0243,14
S19,control,batch2,P013,T0,GENE_0180,21
S19,control,batch2,P013,T0,GENE_0422,22
S19,control,batch2,P013,T0,GENE_0223,30
S19,control,batch2,P013,T0,GENE_0197,1
S19,control,batch2,P013,T0,GENE_0342,6
S19,control,batch2,P013,T0,GENE_0013,0
S19,control,batch2,P013,T0,GENE_0434,12
S19,control,batch2,P013,T0,GENE_0273,3
S19,control,batch2,P013,T0,GENE_0227,3
S19,control,batch2,P013,T0,GENE_0078,37
S19,control,batch2,P013,T0,GENE_0362,21
S19,control,batch2,P013,T0,GENE_0380,20
S19,control,batch2,P013,T0,GENE_0271,4
S19,control,batch2,P013,T0,GENE_0115,11
S19,control,batch2,P013,T0,GENE_0441,32
S19,control,batch2,P013,T0,GENE_0459,15
S19,control,batch2,P013,T0,GENE_0077,117
S19,control,batch2,P013,T0,GENE_0011,18
S19,control,batch2,P013,T0,GENE_0063,19
S19,control,batch2,P013,T0,GENE_0493,11
S19,control,batch2,P013,T0,GENE_0226,17
S19,control,batch2,P013,T0,GENE_0060,4
S19,control,batch2,P013,T0,GENE_0181,17
S19,control,batch2,P013,T0,GENE_0261,28
S19,control,batch2,P013,T0,GENE_0040,1
S19,control,batch2,P013,T0,GENE_0294,2
S19,control,batch2,P013,T0,GENE_0092,2
S19,control,batch2,P013,T0,GENE_0410,18
S19,control,batch2,P013,T0,GENE_0485,1
S19,control,batch2,P013,T0,GENE_0255,0
S19,control,batch2,P013,T0,GENE_0192,15
S19,control,batch2,P013,T0,GENE_0377,165
S19,control,batch2,P013,T0,GENE_0042,11
S19,control,batch2,P013,T0,GENE_0486,34
S19,control,batch2,P013,T0,GENE_0290,9
S19,control,batch2,P013,T0,GENE_0421,9
S19,control,batch2,P013,T0,GENE_0295,30
S19,control,batch2,P013,T0,GENE_0154,9
S19,control,batch2,P013,T0,GENE_0072,22
S19,control,batch2,P013,T0,GENE_0438,19
S19,control,batch2,P013,T0,GENE_0287,3
S19,control,batch2,P013,T0,GENE_0384,34
S19,control,batch2,P013,T0,GENE_0414,12
S19,control,batch2,P013,T0,GENE_0195,5
S19,control,batch2,P013,T0,GENE_0103,21
S19,control,batch2,P013,T0,GENE_0185,5
S19,control,batch2,P013,T0,GENE_0171,6
S19,control,batch2,P013,T0,GENE_0364,11
S19,control,batch2,P013,T0,GENE_0458,26
S19,control,batch2,P013,T0,GENE_0479,12
S19,control,batch2,P013,T0,GENE_0352,12
S19,control,batch2,P013,T0,GENE_0303,56
S19,control,batch2,P013,T0,GENE_0034,32
S19,control,batch2,P013,T0,GENE_0150,17
S19,control,batch2,P013,T0,GENE_0015,13
S19,control,batch2,P013,T0,GENE_0035,2
S19,control,batch2,P013,T0,GENE_0339,2
S19,control,batch2,P013,T0,GENE_0182,12
S19,control,batch2,P013,T0,GENE_0175,5
S19,control,batch2,P013,T0,GENE_0467,9
S19,control,batch2,P013,T0,GENE_0314,10
S19,control,batch2,P013,T0,GENE_0132,20
S19,control,batch2,P013,T0,GENE_0107,10
S19,control,batch2,P013,T0,GENE_0019,34
S19,control,batch2,P013,T0,GENE_0403,11
S19,control,batch2,P013,T0,GENE_0484,3
S19,control,batch2,P013,T0,GENE_0483,8
S19,control,batch2,P013,T0,GENE_0219,5
S19,control,batch2,P013,T0,GENE_0471,4
S19,control,batch2,P013,T0,GENE_0057,30
S19,control,batch2,P013,T0,GENE_0170,48
S19,control,batch2,P013,T0,GENE_0218,38
S19,control,batch2,P013,T0,GENE_0430,11
S19,control,batch2,P013,T0,GENE_0065,63
S19,control,batch2,P013,T0,GENE_0337,12
S19,control,batch2,P013,T0,GENE_0301,10
S19,control,batch2,P013,T0,GENE_0336,6
S19,control,batch2,P013,T0,GENE_0277,10
S19,control,batch2,P013,T0,GENE_0191,7
S19,control,batch2,P013,T0,GENE_0003,13
S19,control,batch2,P013,T0,GENE_0474,14
S19,control,batch2,P013,T0,GENE_0084,18
S19,control,batch2,P013,T0,GENE_0085,21
S19,control,batch2,P013,T0,GENE_0190,35
S19,control,batch2,P013,T0,GENE_0194,28
S19,control,batch2,P013,T0,GENE_0432,3
S19,control,batch2,P013,T0,GENE_0167,1
S19,control,batch2,P013,T0,GENE_0108,35
S19,control,batch2,P013,T0,GENE_0080,4
S19,control,batch2,P013,T0,GENE_0267,12
S19,control,batch2,P013,T0,GENE_0102,6
S19,control,batch2,P013,T0,GENE_0225,1
S19,control,batch2,P013,T0,GENE_0444,19
S19,control,batch2,P013,T0,GENE_0116,16
S19,control,batch2,P013,T0,GENE_0296,7
S19,control,batch2,P013,T0,GENE_0323,1
S19,control,batch2,P013,T0,GENE_0143,5
S19,control,batch2,P013,T0,GENE_0489,11
S19,control,batch2,P013,T0,GENE_0307,4
S19,control,batch2,P013,T0,GENE_0031,17
S19,control,batch2,P013,T0,GENE_0285,15
S19,control,batch2,P013,T0,GENE_0419,18
S19,control,batch2,P013,T0,GENE_0487,21
S19,control,batch2,P013,T0,GENE_0395,4
S19,control,batch2,P013,T0,GENE_0053,43
S19,control,batch2,P013,T0,GENE_0234,3
S19,control,batch2,P013,T0,GENE_0097,17
S19,control,batch2,P013,T0,GENE_0222,6
S19,control,batch2,P013,T0,GENE_0464,7
S19,control,batch2,P013,T0,GENE_0387,6
S19,control,batch2,P013,T0,GENE_0374,8
S19,control,batch2,P013,T0,GENE_0158,71
S19,control,batch2,P013,T0,GENE_0118,5
S19,control,batch2,P013,T0,GENE_0268,5
S19,control,batch2,P013,T0,GENE_0275,70
S19,control,batch2,P013,T0,GENE_0067,16
S19,control,batch2,P013,T0,GENE_0358,5
S19,control,batch2,P013,T0,GENE_0260,26
S19,control,batch2,P013,T0,GENE_0026,6
S19,control,batch2,P013,T0,GENE_0381,79
S19,control,batch2,P013,T0,GENE_0095,14
S19,control,batch2,P013,T0,GENE_0456,7
S19,control,batch2,P013,T0,GENE_0463,146
S19,control,batch2,P013,T0,GENE_0468,12
S19,control,batch2,P013,T0,GENE_0448,24
S19,control,batch2,P013,T0,GENE_0401,28
S19,control,batch2,P013,T0,GENE_0242,49
S19,control,batch2,P013,T0,GENE_0114,37
S19,control,batch2,P013,T0,GENE_0331,21
S19,control,batch2,P013,T0,GENE_0469,2
S19,control,batch2,P013,T0,GENE_0324,15
S19,control,batch2,P013,T0,GENE_0045,11
S19,control,batch2,P013,T0,GENE_0074,78
S19,control,batch2,P013,T0,GENE_0354,15
S19,control,batch2,P013,T0,GENE_0397,10
S19,control,batch2,P013,T0,GENE_0328,6
S19,control,batch2,P013,T0,GENE_0136,1
